"","transactionid","commitdate","ns","nm","nf","entropy","la","ld","lt","fix","ndev","pd","npt","exp","rexp","sexp","bug"
"4219",4219,"2014-03-19 14:15:26",9,1,1,0,0.03125,0,896,0,9,1,0,9,1,0,0
"4220",4220,"2015-04-09 13:27:14",9,1,1,0,0.0242718446601942,0.0242718446601942,412,0,9,1,0,9,1,0,0
"4221",4221,"2010-12-17 11:03:15",9,1,1,0,0.0471014492753623,0.0036231884057971,276,0,9,1,0,9,1,0,0
"4222",4222,"2006-02-09 14:08:02",9,1,1,0,0.0287081339712919,0.00956937799043062,209,0,9,1,0,9,1,0,0
"4223",4223,"2006-02-24 08:41:42",7,1,16,2.34485655056565,0.544282029234738,0.0434221840068788,2326,0,7,1,0.146553534410353,7,1,2.34485655056565,0
"4224",4224,"2006-03-15 18:54:34",8,1,1,0,0.00465116279069767,0.00465116279069767,215,1,8,1,0,8,1,0,0
"4225",4225,"2009-03-30 16:58:24",4,1,1,0,0.00442477876106195,0,226,1,4,1,0,4,1,0,0
"4226",4226,"2011-08-19 10:16:33",16,2,3,1.02522303324572,0.0119560019129603,0.0076518412242946,2091,0,16,2,0.341741011081908,16,2,1.02522303324572,0
"4227",4227,"2009-04-29 17:14:15",16,1,11,3.0658925128095,0.11358574610245,0.29086859688196,2245,1,16,1,0.2787175011645,16,1,3.0658925128095,1
"4228",4228,"2007-10-02 17:58:11",8,1,1,0,0.0581395348837209,0.0581395348837209,86,0,8,1,0,8,1,0,0
"4229",4229,"2011-03-28 16:30:46",12,2,2,0.999337504168885,0.507692307692308,0,65,0,12,2,0.499668752084442,12,2,0.999337504168885,0
"4230",4230,"2014-03-03 13:55:27",26,3,3,1.192288034531,0.0108057317359643,0.00140944326990839,4257,0,26,3,0.397429344843666,26,3,1.192288034531,0
"4231",4231,"2012-12-05 13:32:05",4,1,1,0,0.00434782608695652,0.00434782608695652,230,1,4,1,0,4,1,0,0
"4232",4232,"2016-03-14 17:32:28",4,1,2,1,0.00909090909090909,0.00909090909090909,220,0,4,1,0.5,4,1,1,0
"4233",4233,"2013-01-03 15:17:35",8,1,2,0.811278124459133,0.000332225913621262,0.000996677740863787,3010,1,8,1,0.405639062229566,8,1,0.811278124459133,0
"4234",4234,"2010-11-10 13:52:40",9,1,2,0.742487569542124,0.0348258706467662,0.0124378109452736,402,0,9,1,0.371243784771062,9,1,0.742487569542124,0
"4235",4235,"2013-12-04 11:09:28",9,1,1,0,0.0273348519362187,0.00683371298405467,439,0,9,1,0,9,1,0,0
"4236",4236,"2010-06-21 07:57:32",10,1,3,1.28388682423125,0.014543339150669,0.00174520069808028,1719,0,10,1,0.427962274743748,10,1,1.28388682423125,0
"4237",4237,"2006-11-17 00:56:16",3,3,4,1.69311661124307,0.00112422709387296,0.058459808881394,1779,0,3,3,0.423279152810767,3,3,1.69311661124307,0
"4238",4238,"2009-02-11 07:34:26",8,1,1,0,0.0179640718562874,0.00598802395209581,167,0,8,1,0,8,1,0,0
"4239",4239,"2019-07-15 07:11:19",1,1,2,0.696212260125146,0.00393184796854522,0.00305810397553517,2289,0,1,1,0.348106130062573,1,1,0.696212260125146,0
"4240",4240,"2014-01-30 15:24:19",9,1,1,0,0.229822161422709,0.0164158686730506,731,0,9,1,0,9,1,0,0
"4241",4241,"2017-12-18 17:54:44",5,1,1,0,0.0930232558139535,0.0930232558139535,43,0,5,1,0,5,1,0,0
"4242",4242,"2009-09-17 17:08:24",5,1,2,0.721928094887362,0.0116618075801749,0.00291545189504373,343,0,5,1,0.360964047443681,5,1,0.721928094887362,0
"4243",4243,"2011-03-04 16:48:01",27,2,6,2.03979227551456,0.136523929471033,0.00957178841309824,1985,0,27,2,0.339965379252427,27,2,2.03979227551456,0
"4244",4244,"2018-08-21 09:05:42",69,6,24,3.87673115145147,0.0294172756230092,0.00861907438635938,5337,0,69,6,0.161530464643811,69,6,3.87673115145147,0
"4245",4245,"2013-01-08 16:46:04",0,0,1,0,0.00718484650555193,0.000653167864141084,1531,0,0,0,0,0,0,0,0
"4246",4246,"2013-02-06 13:14:02",9,1,2,0.994030211476956,0.00625,0,1760,0,9,1,0.497015105738478,9,1,0.994030211476956,0
"4247",4247,"2016-12-02 13:57:44",14,2,2,0.6098403047164,0,0.00829187396351575,2412,1,14,2,0.3049201523582,14,2,0.6098403047164,0
"4248",4248,"2009-07-03 14:33:44",8,1,1,0,0.993197278911565,0,147,0,8,1,0,8,1,0,1
"4249",4249,"2006-08-22 15:25:50",14,1,4,1.88311287533522,0.0378657487091222,0.00745840504876649,1743,0,14,1,0.470778218833805,14,1,1.88311287533522,1
"4250",4250,"2012-11-02 14:42:30",9,1,1,0,0.0817610062893082,0.0125786163522013,159,0,9,1,0,9,1,0,1
"4251",4251,"2015-05-05 19:04:44",10,1,2,0.873981048127358,0.00376293508936971,0.0122295390404516,1063,0,10,1,0.436990524063679,10,1,0.873981048127358,0
"4252",4252,"2013-07-19 13:29:30",180,1,104,5.83023047500346,0.988037307380373,0,9864,0,180,1,0.0560599084134948,180,1,5.83023047500346,0
"4253",4253,"2009-11-13 12:56:38",8,1,1,0,0.0320366132723112,0.0068649885583524,437,1,8,1,0,8,1,0,0
"4254",4254,"2010-07-05 05:06:18",10,1,1,0,0.236363636363636,0.272727272727273,55,1,10,1,0,10,1,0,0
"4255",4255,"2012-12-11 11:45:36",8,1,1,0,0.0634920634920635,0.0317460317460317,63,0,8,1,0,8,1,0,0
"4256",4256,"2008-08-27 18:03:57",4,1,2,0.721928094887362,0.00771604938271605,0,648,0,4,1,0.360964047443681,4,1,0.721928094887362,0
"4257",4257,"2012-02-07 21:18:50",14,1,3,1.1490712893674,0.167602245388933,0.0144346431435445,1247,1,14,1,0.383023763122466,14,1,1.1490712893674,0
"4258",4258,"2012-04-23 21:12:03",9,1,1,0,0.0962962962962963,0.0814814814814815,135,0,9,1,0,9,1,0,0
"4259",4259,"2015-03-13 18:20:26",17,1,5,1.22016397842415,0.00675961132234896,0.0190114068441065,2367,0,17,1,0.244032795684831,17,1,1.22016397842415,0
"4260",4260,"2006-01-27 13:31:17",7,1,1,0,0.00131752305665349,0.00131752305665349,759,0,7,1,0,7,1,0,0
"4261",4261,"2010-04-20 15:13:18",15,1,3,0.75775921312974,0.143698468786808,0.00471142520612485,1698,1,15,1,0.25258640437658,15,1,0.75775921312974,1
"4262",4262,"2006-06-23 08:42:49",11,1,2,0.755375412561429,0.0625,0.0625,368,1,11,1,0.377687706280714,11,1,0.755375412561429,0
"4263",4263,"2013-05-23 11:54:10",4,1,2,0.91829583405449,0.00478182904961148,0.000597728631201434,1673,0,4,1,0.459147917027245,4,1,0.91829583405449,0
"4264",4264,"2006-03-15 19:04:32",8,1,2,0.931304368579376,0.0305418719211823,0.0177339901477833,1015,0,8,1,0.465652184289688,8,1,0.931304368579376,0
"4265",4265,"2007-07-26 18:07:16",9,1,1,0,0.050561797752809,0.0383895131086142,1068,1,9,1,0,9,1,0,1
"4266",4266,"2006-06-30 18:13:10",10,1,2,1,0.231884057971014,0,138,0,10,1,0.5,10,1,1,0
"4267",4267,"2008-04-22 19:40:03",0,0,1,0,0.000788643533123028,0.000788643533123028,1268,0,0,0,0,0,0,0,0
"4268",4268,"2007-10-02 09:25:39",8,1,2,0.91829583405449,0.0408163265306122,0.0408163265306122,147,0,8,1,0.459147917027245,8,1,0.91829583405449,0
"4269",4269,"2010-11-10 17:44:06",16,1,2,0.76420450650862,0.0304347826086957,0.0282608695652174,460,1,16,1,0.38210225325431,16,1,0.76420450650862,0
"4270",4270,"2012-04-24 12:07:00",1,1,1,0,0.0056980056980057,0,702,0,1,1,0,1,1,0,0
"4271",4271,"2014-03-11 15:18:08",17,2,2,0.529360865287364,0.0451127819548872,0.0018796992481203,532,1,17,2,0.264680432643682,17,2,0.529360865287364,0
"4272",4272,"2007-02-17 07:10:03",10,1,1,0,0.00225225225225225,0.00225225225225225,888,0,10,1,0,10,1,0,0
"4273",4273,"2014-07-15 14:33:23",9,1,1,0,0.333333333333333,0,114,0,9,1,0,9,1,0,0
"4274",4274,"2011-06-08 21:59:01",9,1,1,0,0.00124223602484472,0.00124223602484472,805,0,9,1,0,9,1,0,0
"4275",4275,"2016-05-26 18:02:59",27,2,9,2.49734557979716,0.314878892733564,0.0041522491349481,1445,0,27,2,0.277482842199684,27,2,2.49734557979716,0
"4276",4276,"2014-08-19 13:34:53",5,1,1,0,0.027027027027027,0.027027027027027,37,0,5,1,0,5,1,0,0
"4277",4277,"2006-08-01 15:10:59",9,1,2,0.391243563629256,0.324909747292419,0.0036101083032491,277,0,9,1,0.195621781814628,9,1,0.391243563629256,1
"4278",4278,"2006-06-23 09:01:56",1,1,1,0,0.0072992700729927,0,137,0,1,1,0,1,1,0,0
"4279",4279,"2011-05-27 11:35:33",8,1,6,2.58496250072116,0.00455235204855842,0.00455235204855842,1318,0,8,1,0.430827083453526,8,1,2.58496250072116,0
"4280",4280,"2006-05-01 09:29:32",8,1,1,0,1,0,70,0,8,1,0,8,1,0,0
"4281",4281,"2015-03-04 18:40:52",17,1,4,1.30907624162073,0.0256830601092896,0.00655737704918033,1830,0,17,1,0.327269060405183,17,1,1.30907624162073,0
"4282",4282,"2010-06-11 15:48:46",8,1,1,0,0.994475138121547,0,181,0,8,1,0,8,1,0,0
"4283",4283,"2016-01-04 15:00:00",16,2,2,0.976414308115487,0.368181818181818,0.186363636363636,440,0,16,2,0.488207154057743,16,2,0.976414308115487,0
"4284",4284,"2013-06-28 10:58:31",8,1,1,0,0.00103483959986202,0.00103483959986202,2899,0,8,1,0,8,1,0,0
"4285",4285,"2012-07-13 14:10:31",10,1,4,1.26707009308301,0.0281030444964871,0.0281030444964871,1281,1,10,1,0.316767523270753,10,1,1.26707009308301,0
"4286",4286,"2017-09-15 12:20:44",14,1,2,1,0.994708994708995,0.994708994708995,189,0,14,1,0.5,14,1,1,0
"4287",4287,"2013-02-05 16:07:38",9,1,1,0,0.00157629255989912,0.000315258511979823,3172,0,9,1,0,9,1,0,0
"4288",4288,"2009-08-07 13:16:56",8,1,1,0,0.0365853658536585,0.0304878048780488,328,0,8,1,0,8,1,0,0
"4289",4289,"2012-07-26 03:11:45",13,1,2,0.45868581620054,0.0454545454545455,0.0484848484848485,330,0,13,1,0.22934290810027,13,1,0.45868581620054,0
"4290",4290,"2008-03-18 21:43:42",8,1,1,0,0.0526315789473684,0.0592105263157895,304,0,8,1,0,8,1,0,0
"4291",4291,"2013-01-08 15:40:13",1,1,1,0,0.0256410256410256,0.00641025641025641,156,0,1,1,0,1,1,0,1
"4292",4292,"2007-02-27 23:42:03",9,1,1,0,0.00176056338028169,0.00176056338028169,568,0,9,1,0,9,1,0,0
"4293",4293,"2012-10-24 13:01:35",7,1,2,1,0.00265604249667995,0,753,0,7,1,0.5,7,1,1,0
"4294",4294,"2010-07-28 10:43:27",24,1,10,2.956598847688,0.194351230425056,0.00838926174496644,3576,1,24,1,0.2956598847688,24,1,2.956598847688,1
"4295",4295,"2012-04-20 15:36:10",16,1,5,1.75333423137499,0.0422396856581532,0.0110510805500982,4072,1,16,1,0.350666846274999,16,1,1.75333423137499,1
"4296",4296,"2005-12-28 10:46:16",1,1,1,0,0.990384615384615,0,104,0,1,1,0,1,1,0,0
"4297",4297,"2006-11-13 19:51:38",16,1,4,1.35614250449641,0.00490196078431373,2.23529411764706,204,0,16,1,0.339035626124103,16,1,1.35614250449641,0
"4298",4298,"2011-02-14 13:17:38",15,1,2,0.91829583405449,0.00710339384372534,0.00355169692186267,2534,0,15,1,0.459147917027245,15,1,0.91829583405449,0
"4299",4299,"2008-04-09 15:27:42",9,1,1,0,0.0224438902743142,0.00997506234413965,802,0,9,1,0,9,1,0,1
"4300",4300,"2007-09-17 17:06:14",9,1,1,0,0.0034965034965035,0.00699300699300699,286,0,9,1,0,9,1,0,0
"4301",4301,"2010-08-05 16:08:02",1,1,1,0,0.00141043723554302,0.00141043723554302,709,0,1,1,0,1,1,0,0
"4302",4302,"2005-12-28 19:03:38",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"4303",4303,"2016-07-27 11:57:40",16,1,3,1.23958224041128,0.0456989247311828,0.00761648745519713,2232,0,16,1,0.413194080137095,16,1,1.23958224041128,0
"4304",4304,"2013-09-30 14:33:39",10,1,1,0,0.012987012987013,0.025974025974026,77,0,10,1,0,10,1,0,0
"4305",4305,"2017-06-15 13:44:44",0,0,1,0,0.000588581518540318,0.000588581518540318,1699,0,0,0,0,0,0,0,0
"4306",4306,"2006-10-19 15:22:41",6,1,1,0,0.375,0,16,0,6,1,0,6,1,0,0
"4307",4307,"2006-10-16 20:54:24",11,1,5,1.99527526569049,0.119897959183673,0.0331632653061225,784,1,11,1,0.399055053138099,11,1,1.99527526569049,0
"4308",4308,"2012-10-05 17:35:07",18,1,10,2.95681267716555,0.0874872838250254,0.0320447609359105,1966,0,18,1,0.295681267716555,18,1,2.95681267716555,1
"4309",4309,"2007-10-22 19:01:16",8,1,1,0,0.00526315789473684,0.0157894736842105,190,0,8,1,0,8,1,0,0
"4310",4310,"2014-08-06 15:23:58",9,1,1,0,0.0344827586206897,0,87,0,9,1,0,9,1,0,0
"4311",4311,"2006-01-02 02:12:56",9,1,1,0,0.0015527950310559,0.0015527950310559,644,1,9,1,0,9,1,0,0
"4312",4312,"2006-11-08 13:05:14",1,1,1,0,0.0126582278481013,0,237,1,1,1,0,1,1,0,0
"4313",4313,"2016-06-23 20:34:50",8,1,1,0,0.00645161290322581,0.00645161290322581,310,0,8,1,0,8,1,0,0
"4314",4314,"2012-07-19 14:24:12",8,1,1,0,0.0099009900990099,0.0148514851485149,202,1,8,1,0,8,1,0,0
"4315",4315,"2013-10-10 10:54:47",0,0,1,0,0.000624609618988132,0.000624609618988132,1601,0,0,0,0,0,0,0,0
"4316",4316,"2013-02-20 17:04:40",8,1,1,0,0.00995024875621891,0.00995024875621891,201,1,8,1,0,8,1,0,0
"4317",4317,"2016-06-04 16:51:27",19,2,2,0.125658050172567,0.406360424028269,0.00353356890459364,283,1,19,2,0.0628290250862837,19,2,0.125658050172567,0
"4318",4318,"2016-07-05 19:32:17",15,2,2,0.624979692029689,0.133510638297872,0.00957446808510638,1880,0,15,2,0.312489846014844,15,2,0.624979692029689,0
"4319",4319,"2016-09-21 13:59:45",18,1,2,0.271389587508111,0.039289055191768,0.000935453695042095,1069,0,18,1,0.135694793754056,18,1,0.271389587508111,0
"4320",4320,"2011-03-08 15:01:59",16,1,2,0.863120568566631,0.00683890577507599,0.00379939209726444,1316,0,16,1,0.431560284283315,16,1,0.863120568566631,0
"4321",4321,"2006-03-09 11:22:26",9,1,1,0,0.272935779816514,0.309633027522936,436,0,9,1,0,9,1,0,0
"4322",4322,"2006-03-08 17:25:56",9,1,1,0,0.408450704225352,0.122065727699531,213,0,9,1,0,9,1,0,1
"4323",4323,"2012-09-06 17:50:43",20,1,13,2.65045709739788,0.00996163424648314,0.00477889210473178,14857,0,20,1,0.203881315184453,20,1,2.65045709739788,1
"4324",4324,"2006-02-24 08:04:24",8,1,3,1.24430139926603,0.0211480362537764,0.006797583081571,1324,0,8,1,0.414767133088676,8,1,1.24430139926603,0
"4325",4325,"2016-07-01 16:21:19",17,2,4,0.701312735708302,0.0184313725490196,0.00509803921568627,2550,0,17,2,0.175328183927075,17,2,0.701312735708302,0
"4326",4326,"2015-01-05 21:05:34",9,1,1,0,0.00427350427350427,0,234,0,9,1,0,9,1,0,0
"4327",4327,"2011-10-17 12:44:55",7,1,2,1,0.00229621125143513,0.00114810562571757,1742,0,7,1,0.5,7,1,1,0
"4328",4328,"2014-10-21 15:52:10",16,2,2,0.334767612677764,0.163283318623124,0.00794351279788173,1133,1,16,2,0.167383806338882,16,2,0.334767612677764,0
"4329",4329,"2008-02-07 09:51:19",10,1,2,0.611551695195133,0.069672131147541,0.00512295081967213,976,0,10,1,0.305775847597567,10,1,0.611551695195133,1
"4330",4330,"2013-09-06 22:45:35",18,2,9,1.8994484856888,0.105122324159021,0.0124235474006116,5232,1,18,2,0.2110498317432,18,2,1.8994484856888,1
"4331",4331,"2007-02-26 10:55:53",5,1,4,1.84237099317711,0.0262008733624454,0.00436681222707424,229,1,5,1,0.460592748294277,5,1,1.84237099317711,0
"4332",4332,"2006-07-15 09:16:27",1,1,1,0,0.00245700245700246,0.00245700245700246,407,0,1,1,0,1,1,0,0
"4333",4333,"2015-01-26 21:28:35",10,1,1,0,0.0025,0.0025,400,1,10,1,0,10,1,0,0
"4334",4334,"2014-06-04 13:30:42",24,3,3,0.794309554640566,0.0155148095909732,0.00211565585331453,1418,0,24,3,0.264769851546855,24,3,0.794309554640566,0
"4335",4335,"2011-01-05 10:26:34",8,1,1,0,0.00854700854700855,0,117,0,8,1,0,8,1,0,0
"4336",4336,"2012-08-22 13:31:20",9,1,1,0,0.00141843971631206,0.00141843971631206,705,0,9,1,0,9,1,0,0
"4337",4337,"2011-10-18 18:47:44",8,1,1,0,0.99009900990099,0,101,0,8,1,0,8,1,0,0
"4338",4338,"2014-05-16 14:21:19",25,2,4,1.70811251332529,0.0147216274089936,0.00562098501070664,3736,1,25,2,0.427028128331322,25,2,1.70811251332529,0
"4339",4339,"2009-09-09 10:18:27",8,1,1,0,1,0,108,0,8,1,0,8,1,0,0
"4340",4340,"2012-11-16 13:05:00",0,0,1,0,0.000666666666666667,0.000666666666666667,1500,0,0,0,0,0,0,0,0
"4341",4341,"2006-03-06 07:25:51",10,1,10,2.91843285225668,0.0141292829388909,0.0148357470858354,2831,0,10,1,0.291843285225668,10,1,2.91843285225668,1
"4342",4342,"2006-01-04 09:58:35",8,1,1,0,0.000885739592559787,0.000885739592559787,1129,0,8,1,0,8,1,0,0
"4343",4343,"2008-05-29 20:32:58",8,1,1,0,0.0139372822299652,0,287,0,8,1,0,8,1,0,0
"4344",4344,"2016-07-22 15:18:31",31,3,11,3.17879107683521,0.00678733031674208,0.00330664810302819,5746,1,31,3,0.288981006985019,31,3,3.17879107683521,0
"4345",4345,"2012-09-17 12:04:47",10,1,2,0.998635964158572,0.119318181818182,0.0113636363636364,176,0,10,1,0.499317982079286,10,1,0.998635964158572,0
"4346",4346,"2008-10-14 14:36:01",4,1,1,0,0.00900900900900901,0,222,0,4,1,0,4,1,0,1
"4347",4347,"2013-06-12 15:42:09",9,1,1,0,0.0340425531914894,0.00425531914893617,235,0,9,1,0,9,1,0,0
"4348",4348,"2008-08-26 10:33:32",16,1,2,0.289079459731646,0.213592233009709,0.00554785020804438,721,0,16,1,0.144539729865823,16,1,0.289079459731646,0
"4349",4349,"2015-08-10 11:04:26",40,37,41,5.34469837515972,0.00358851674641148,0.00358851674641148,11704,0,40,37,0.130358496955115,40,37,5.34469837515972,0
"4350",4350,"2009-12-21 13:30:29",9,1,1,0,0.0677966101694915,0.0169491525423729,59,0,9,1,0,9,1,0,0
"4351",4351,"2013-03-19 21:02:24",8,1,1,0,0.073469387755102,0.0285714285714286,245,1,8,1,0,8,1,0,0
"4352",4352,"2006-03-13 14:17:14",9,1,1,0,0.102564102564103,0.0797720797720798,351,1,9,1,0,9,1,0,1
"4353",4353,"2012-08-24 20:39:23",15,1,2,0.299411329235987,0.11965811965812,0.00106837606837607,936,1,15,1,0.149705664617994,15,1,0.299411329235987,0
"4354",4354,"2012-08-30 10:47:49",26,1,14,3.36722991335848,0.0764966740576497,0.020509977827051,5412,0,26,1,0.240516422382749,26,1,3.36722991335848,0
"4355",4355,"2006-02-21 10:03:39",19,1,81,4.50700336408321,0.0414626682986536,0.0208078335373317,6536,0,19,1,0.0556420168405335,19,1,4.50700336408321,0
"4356",4356,"2007-07-23 15:09:28",14,1,2,0.736269273468299,0.278490028490028,0.0341880341880342,1404,0,14,1,0.36813463673415,14,1,0.736269273468299,1
"4357",4357,"2015-01-26 12:13:45",17,2,2,0.591672778582327,0.0177646188008882,0.00296076980014804,1351,0,17,2,0.295836389291164,17,2,0.591672778582327,0
"4358",4358,"2006-08-03 11:16:18",14,1,4,1.15201349695097,0.0514771709937332,0.00402864816472695,2234,1,14,1,0.288003374237744,14,1,1.15201349695097,1
"4359",4359,"2016-05-09 16:57:39",8,1,1,0,0.222222222222222,0.205128205128205,117,0,8,1,0,8,1,0,0
"4360",4360,"2006-02-16 07:21:14",8,1,1,0,0.0045045045045045,0.0045045045045045,222,0,8,1,0,8,1,0,0
"4361",4361,"2015-06-17 14:21:18",8,1,1,0,0.011965811965812,0.011965811965812,585,0,8,1,0,8,1,0,0
"4362",4362,"2006-03-03 10:06:41",9,1,1,0,0.51063829787234,0.569148936170213,188,0,9,1,0,9,1,0,1
"4363",4363,"2012-06-01 09:14:28",9,1,1,0,0.0247933884297521,0.0330578512396694,363,0,9,1,0,9,1,0,0
"4364",4364,"2011-10-20 13:56:17",14,1,3,0.429589286530904,0.145415084102008,0.0010851871947911,1843,1,14,1,0.143196428843635,14,1,0.429589286530904,1
"4365",4365,"2012-10-30 21:09:15",16,1,10,2.06597075041898,0.247143945163747,0.0106626047220107,2626,1,16,1,0.206597075041898,16,1,2.06597075041898,1
"4366",4366,"2008-02-07 12:55:02",14,1,12,3.0173876635838,0.0216772498357784,0.0122618786949858,4567,1,14,1,0.251448971965316,14,1,3.0173876635838,1
"4367",4367,"2006-06-09 10:47:21",5,1,1,0,0.1,0.1,20,0,5,1,0,5,1,0,0
"4368",4368,"2018-05-31 13:44:01",18,2,2,0.566509506552905,0.0103668261562998,0.00159489633173844,1254,1,18,2,0.283254753276453,18,2,0.566509506552905,0
"4369",4369,"2013-10-14 12:17:35",8,1,1,0,0.0841121495327103,0.0841121495327103,107,0,8,1,0,8,1,0,0
"4370",4370,"2008-11-17 11:49:28",19,1,6,1.17003430828011,0.0540757059883837,0.00580813138393751,4993,0,19,1,0.195005718046685,19,1,1.17003430828011,1
"4371",4371,"2016-04-15 10:58:19",17,1,2,0.968461008760162,0.0202108963093146,0.000878734622144112,2276,0,17,1,0.484230504380081,17,1,0.968461008760162,0
"4372",4372,"2018-07-19 20:59:19",4,1,1,0,0.00585651537335286,0,683,1,4,1,0,4,1,0,0
"4373",4373,"2006-04-05 21:22:50",8,1,1,0,0.00598802395209581,0.00598802395209581,167,1,8,1,0,8,1,0,0
"4374",4374,"2013-01-23 21:21:23",7,1,1,0,0.0560344827586207,0.021551724137931,232,0,7,1,0,7,1,0,0
"4375",4375,"2011-09-29 15:38:15",9,1,1,0,0.277777777777778,0.255555555555556,90,0,9,1,0,9,1,0,0
"4376",4376,"2006-02-16 02:02:28",67,8,13,3.59161436539335,0.979493365500603,0.000804181745074387,2487,0,67,8,0.276278028107181,67,8,3.59161436539335,0
"4377",4377,"2006-02-14 17:00:08",1,1,1,0,0,0.00652173913043478,460,1,1,1,0,1,1,0,0
"4378",4378,"2006-04-13 20:16:24",8,1,1,0,0.0214395099540582,0,653,0,8,1,0,8,1,0,1
"4379",4379,"2011-02-17 18:27:54",9,1,2,1,0.00373134328358209,0.00186567164179104,1072,0,9,1,0.5,9,1,1,0
"4380",4380,"2018-11-28 14:27:59",16,1,2,0.995727452084926,0.0802707930367505,0.0203094777562863,1034,1,16,1,0.497863726042463,16,1,0.995727452084926,0
"4381",4381,"2016-08-15 11:37:38",8,1,1,0,0.075,0.116666666666667,120,1,8,1,0,8,1,0,0
"4382",4382,"2011-06-09 22:06:18",9,1,2,0.954434002924965,0.0619469026548673,0.00884955752212389,226,0,9,1,0.477217001462482,9,1,0.954434002924965,0
"4383",4383,"2006-07-02 04:10:36",1,1,1,0,0.00814663951120163,0.00407331975560081,491,0,1,1,0,1,1,0,0
"4384",4384,"2012-03-28 17:55:32",8,1,1,0,0.141527001862197,0,537,0,8,1,0,8,1,0,0
"4385",4385,"2010-04-27 12:21:59",5,1,3,1.23214504971582,0.651162790697674,0,473,0,5,1,0.410715016571941,5,1,1.23214504971582,1
"4386",4386,"2012-09-27 21:03:18",1,1,1,0,0.129707112970711,0.0188284518828452,478,0,1,1,0,1,1,0,0
"4387",4387,"2015-04-14 06:57:00",32,9,14,2.72071801366963,0.0143424917919475,0.0129600829445308,5787,0,32,9,0.194337000976402,32,9,2.72071801366963,0
"4388",4388,"2006-03-01 14:59:03",2,1,1,0,0.188811188811189,0.041958041958042,143,0,2,1,0,2,1,0,1
"4389",4389,"2014-03-27 11:29:06",10,1,8,2.54903832938593,0.0673139158576052,0.0181229773462783,1545,0,10,1,0.318629791173241,10,1,2.54903832938593,0
"4390",4390,"2005-12-19 16:55:13",118,1,427,8.27666181683327,0.992715576368195,0.983113381580815,21141,0,118,1,0.0193832829434034,118,1,8.27666181683327,0
"4391",4391,"2007-08-20 10:37:29",43,1,78,4.72431186011009,0.0600858369098712,0.0342020264590062,22601,0,43,1,0.0605681007706421,43,1,4.72431186011009,1
"4392",4392,"2009-03-06 13:20:50",7,1,1,0,0.0168350168350168,0,297,0,7,1,0,7,1,0,0
"4393",4393,"2006-07-03 05:42:35",10,1,2,0.985228136034252,0.0113314447592068,0.0084985835694051,353,0,10,1,0.492614068017126,10,1,0.985228136034252,0
"4394",4394,"2017-10-25 14:44:16",31,3,7,1.84950310451834,0.0509268292682927,0.00273170731707317,5125,1,31,3,0.264214729216906,31,3,1.84950310451834,0
"4395",4395,"2006-02-16 05:09:47",1,1,1,0,0.0050251256281407,0.0050251256281407,199,0,1,1,0,1,1,0,0
"4396",4396,"2012-07-25 22:04:34",13,1,3,1.33467914105159,0.00527426160337553,0.00158227848101266,3792,1,13,1,0.444893047017198,13,1,1.33467914105159,0
"4397",4397,"2012-09-12 06:30:31",7,4,5,1.74406525615325,0.0214371980676329,0.027475845410628,3312,0,7,4,0.34881305123065,7,4,1.74406525615325,1
"4398",4398,"2006-01-10 12:24:16",6,1,116,6.20473570302699,0,0,0,0,6,1,0.0534891008881637,6,1,6.20473570302699,0
"4399",4399,"2016-07-06 15:59:25",16,1,2,0.0681246258053202,0.0412336573918874,0,2983,0,16,1,0.0340623129026601,16,1,0.0681246258053202,0
"4400",4400,"2008-06-11 23:13:59",8,1,1,0,0.0298507462686567,0.0721393034825871,402,0,8,1,0,8,1,0,0
"4401",4401,"2008-10-02 10:46:15",10,1,1,0,0.00409836065573771,0.00409836065573771,244,1,10,1,0,10,1,0,0
"4402",4402,"2008-07-09 06:35:00",9,1,1,0,0.0016260162601626,0.0016260162601626,1230,0,9,1,0,9,1,0,0
"4403",4403,"2008-05-15 15:21:29",2,2,2,1,0,0.00655737704918033,305,0,2,2,0.5,2,2,1,0
"4404",4404,"2008-06-19 15:35:18",8,1,1,0,0.0934579439252336,0.00934579439252336,214,1,8,1,0,8,1,0,0
"4405",4405,"2013-01-24 21:16:38",9,1,1,0,0.0277777777777778,0.0277777777777778,180,0,9,1,0,9,1,0,0
"4406",4406,"2014-08-04 20:33:16",15,1,4,1.31800888605601,0.2580054894785,0.0311070448307411,1093,0,15,1,0.329502221514003,15,1,1.31800888605601,0
"4407",4407,"2010-10-23 01:36:13",15,1,3,1.40828676579759,0.0249262932189761,0.0061645671401769,3731,1,15,1,0.469428921932531,15,1,1.40828676579759,1
"4408",4408,"2007-02-14 22:23:04",9,1,1,0,0.0761061946902655,0.0601769911504425,565,0,9,1,0,9,1,0,0
"4409",4409,"2006-12-31 15:35:38",9,1,1,0,0.0108499095840868,0.00723327305605787,553,1,9,1,0,9,1,0,1
"4410",4410,"2010-11-10 16:44:23",15,1,2,0.558629373452199,0.0136315973435862,0.00244669695910521,2861,1,15,1,0.2793146867261,15,1,0.558629373452199,1
"4411",4411,"2015-04-01 09:52:33",9,1,1,0,0.00696864111498258,0.00696864111498258,287,0,9,1,0,9,1,0,0
"4412",4412,"2006-07-07 17:25:03",9,1,1,0,0.119266055045872,0.00917431192660551,218,0,9,1,0,9,1,0,0
